"2020-04-22T21:00","Wolf Alice","My Love Is Cool","https://twitter.com/Tim_Burgess/status/1249294444542771201"
"1970-01-01T00:00","Haircut 100","Pelican West","https://twitter.com/Tim_Burgess/status/1243224128498302978"
"1970-01-01T00:00","Frankie Goes to Hollywood","Welcome To The Pleasuredome","https://twitter.com/Tim_Burgess/status/1242594800429391873"
"2020-04-20T22:00","The Pogues","Rum, Sodomy & The Lash","https://twitter.com/Tim_Burgess/status/1248629866792013827"
"2020-05-04T21:00","This Is The Kit","Moonshine Freeze","https://twitter.com/Tim_Burgess/status/1245344611872190464"
"2020-04-22T22:00","Gomez","Bring It On","https://twitter.com/Tim_Burgess/status/1249025271354843138"
"1970-01-01T00:00","starsailor","Love Is Here","https://twitter.com/Tim_Burgess/status/1245636120492142593"
"1970-01-01T00:00","Shed Seven","A Maximum High","https://twitter.com/Tim_Burgess/status/1243912920444153857"
"1970-01-01T00:00","James","Living In Extraordinary Times","https://twitter.com/Tim_Burgess/status/1243920509114494976"
"1970-01-01T00:00","Sparks","?","https://twitter.com/Tim_Burgess/status/1245796175837609985"
"2020-04-29T21:00","Maccabees","Given To The Wild","https://twitter.com/Tim_Burgess/status/1248319009499623425"
"1970-01-01T00:00","Embrace","All The Good Will Out","https://twitter.com/Tim_Burgess/status/1245963706627915776"
"1970-01-01T00:00","Mansun","Attack Of The Grey Lantern","https://twitter.com/PaulDraper/status/1246361339972456449"
"1970-01-01T00:00","A Certain Ratio","Force","https://twitter.com/acrmcr/status/1246374359587000321"
"1970-01-01T00:00","Saint Etienne","So Tough","https://twitter.com/Tim_Burgess/status/1241687402692968449"
"2020-05-01T22:00","Róisín Murphy","Overpowered","https://twitter.com/Tim_Burgess/status/1247443102585020417"
"1970-01-01T00:00","King","We Are King","https://twitter.com/Tim_Burgess/status/1248320843995910146"
"1970-01-01T00:00","Public Service Broadcasting","The Race For Space","https://twitter.com/PSB_HQ/status/1246535474530922496"
"1970-01-01T00:00","Beth Orton","Central Reservation","https://twitter.com/Tim_Burgess/status/1246509546627125248"
"1970-01-01T00:00","Teenage Fanclub","Bandwagonesque","https://twitter.com/Tim_Burgess/status/1246726613510881281"
"1970-01-01T00:00","BMX Bandits","My Chain","https://twitter.com/Tim_Burgess/status/1246727975544016898"
"1970-01-01T00:00","Cabaret Voltaire","The Crackdown","https://twitter.com/StephenMal/status/1246761707822874624"
"1970-01-01T00:00","Tom Grennan","Lighting Matches","https://twitter.com/Tim_Burgess/status/1246772846912815110"
"1970-01-01T00:00","Gwenno","Le Cov","https://twitter.com/gwennosaunders/status/1247099455817515009"
"1970-01-01T00:00","Heaven 17","Penthouse And Pavement","https://twitter.com/Tim_Burgess/status/1247816519293308928"
"1970-01-01T00:00","Throwing Muses","University","https://twitter.com/Tim_Burgess/status/1247949524565458944"
"2020-04-15T21:00","Ash","1977","https://twitter.com/Tim_Burgess/status/1247608076926095366"
"1970-01-01T00:00","Barry Adamson","Oedipus Schmoedipus","https://twitter.com/Tim_Burgess/status/1247538587605676034"
"1970-01-01T00:00","Frank Turner","Positive Songs For Negative People","https://twitter.com/Tim_Burgess/status/1247560094516158464"
"1970-01-01T00:00","Glasvegas","Glasvegas","https://twitter.com/Tim_Burgess/status/1247588860588146696"
"1970-01-01T00:00","Idles","Brutalism","https://twitter.com/Tim_Burgess/status/1247645013451976709"
"1970-01-01T00:00","Idles","Joy as an Act of Resistance","https://twitter.com/Tim_Burgess/status/1247645239273275392"
"1970-01-01T00:00","Arab Strap","Philophobia","https://twitter.com/Tim_Burgess/status/1247916209477124096"
"1970-01-01T00:00","Kaiser Chiefs","Employment","https://twitter.com/Tim_Burgess/status/1248017905242869760"
"1970-01-01T00:00","Art Brut","Bang Bang Rock & Roll","https://twitter.com/Tim_Burgess/status/1248201573832052738"
"1970-01-01T00:00","Idlewild","100 Broken Windows","https://twitter.com/Tim_Burgess/status/1248212913468342274"
"1970-01-01T00:00","Let's Eat Grandma","I'm All Ears","https://twitter.com/Tim_Burgess/status/1248221973760675840"
"1970-01-01T00:00","Bombay Bicycle Club","A Dufferent Kind Of Fix","https://twitter.com/Tim_Burgess/status/1248270807232655363"
"1970-01-01T00:00","Bombay Bicycle Club","So long, see you tomorrow","https://twitter.com/Tim_Burgess/status/1248270807232655363"
"1970-01-01T00:00","Catatonia","International Velvet","https://twitter.com/Tim_Burgess/status/1248264866428792832"
"1970-01-01T00:00","Nadine Shah","Holiday Destination","https://twitter.com/Tim_Burgess/status/1248331180061134856"
"1970-01-01T00:00","Murder Capital","When I Have Fears","https://twitter.com/Tim_Burgess/status/1248512426036867072"
"1970-01-01T00:00","The Tea Street Band","Frequency","https://twitter.com/TeaStreetBand/status/1248545501009641473"
"1970-01-01T00:00","Twisted Wheel","Twisted Wheel","https://twitter.com/Tim_Burgess/status/1248569141272993793"
"2020-04-20T21:00","Ariel Pink’s Haunted Graffiti ","Before Today","https://twitter.com/Tim_Burgess/status/1248012335836323840"
"2020-03-23T22:00","Charlatans","Some Friendly","https://twitter.com/Tim_Burgess/status/1241686370789326849"
"2020-03-24T21:00","The Slow Readers Club","The Joy Of the Return","https://twitter.com/slowreadersclub/status/1242553248394993666"
"2020-04-08T20:00","The Slow Readers Club","Build A Tower","https://twitter.com/slowreadersclub/status/1247119617367121921"
"2020-04-15T20:00","The Slow Readers Club","Cavalcade","https://twitter.com/slowreadersclub/status/1247119617367121921"
"2020-04-22T20:00","The Slow Readers Club","The Slow Readers Club","https://twitter.com/slowreadersclub/status/1247119617367121921"
"2020-03-24T22:00","Franz Ferdinand","Franz Ferdinand","https://twitter.com/Tim_Burgess/status/1241686370789326849"
"2020-03-25T22:00","Blur","Parklife","https://twitter.com/DaveRowntree/status/1242947379088838659"
"2020-03-26T22:00","Ride","Going Blank Again","https://twitter.com/Andybebop/status/1243309697651916800"
"2020-03-27T22:00","Oasis","Definitely Maybe","https://www.nme.com/news/music/oasis-bonehead-shares-some-untold-stories-from-definitely-maybe-sessions-during-online-listening-party-2636696?utm_source=dlvr.it&utm_medium=twitter"
"2020-03-30T21:00","Cornershop","England is a Garden","https://twitter.com/CornershopHQ/status/1244246489615994885"
"2020-03-30T22:00","Sleaford Mods","Key Markets","https://twitter.com/sleafordmods/status/1244552647669096448"
"2020-03-31T21:00","Lanterns On The Lake","Spook The Herd","https://twitter.com/lanternstalk/status/1244885555969691648"
"2020-03-31T22:00","The Lightning Seeds","Jollification","https://twitter.com/Lightning_Seeds/status/1244929973816827905"
"2020-04-01T21:00","Trampolene","Swansea to Hornsey","https://twitter.com/Trampolene_Band/status/1245440838529953792"
"2020-04-01T22:00","Prefab Sprout","Steve McQueen","https://twitter.com/wendyfinnandmax/status/1245456132929445896"
"2020-04-02T21:00","The Orielles","Disco Volador","https://twitter.com/TheOrielles/status/1244696286848221190"
"2020-04-02T22:00","The Fall","The Wonderful and Frightening World of ...","https://twitter.com/Tim_Burgess/status/1245721846319910913"
"2020-04-03T21:00","The Chemical Brothers","Exit Planet Dust","https://twitter.com/ChemBros/status/1245910687706222592"
"2020-04-03T22:00","The Cocteau Twins","Heaven or Las vegas","https://twitter.com/4AD_Official/status/1245741684882837506"
"2020-04-04T21:00","Doves","lost souls","https://twitter.com/i/events/1246697187263885314"
"2020-04-04T22:00","Oasis","(What's The Story) Morning Glory?","https://twitter.com/i/events/1246693856348962821"
"2020-04-23T21:00","Oasis","Be Here Now","https://twitter.com/Tim_Burgess/status/1248181659687694336"
"2020-04-05T21:00","Pom Poko","Birthday","https://twitter.com/i/events/1246902301496934400?"
"2020-04-05T22:00","Slowdive","Souvlaki","https://twitter.com/i/events/1247034723089645575"
"2020-04-14T21:00","Orchestral Manoeuvres In The Dark","Architecture & Morality","https://twitter.com/OfficialOMD/status/1247483514712395778"
"2020-04-13T21:00","Martin Stephenson And The Daintees","Boat To Bolivia","https://twitter.com/Tim_Burgess/status/1247577539658293249"
"2020-05-27T22:00","Tim Burgess","I Love The New Sky","https://twitter.com/Tim_Burgess/status/1247791108731449344"
"2020-05-06T22:00","Tim Burgess","I Believe","https://twitter.com/Tim_Burgess/status/1247802828371791872"
"2020-05-13T22:00","Tim Burgess","Oh No I Love You","https://twitter.com/Tim_Burgess/status/1247802828371791872"
"2020-05-20T21:00","Tim Burgess","As I Was Now","https://twitter.com/Tim_Burgess/status/1247802828371791872"
"2020-04-19T21:00","The Cult","?","https://twitter.com/TheBillyDuffy/status/1248943919754350593"
"2020-05-03T21:00","Groove Armada","Black Light","https://twitter.com/Tim_Burgess/status/1248333396788547586"
"2020-04-21T21:00","Steve Wilson","Hand.  Cannot.  Erase.","https://twitter.com/Tim_Burgess/status/1248560774798344192"
"1970-01-01T00:00","Aztec Camera","High Land,Hard Rain","https://twitter.com/Tim_Burgess/status/1248615217648373766"
"1970-01-01T00:00","John Shuttleworth","The Yamaha Years","https://twitter.com/Tim_Burgess/status/1248612312849600513"
"2020-04-21T20:00","Trampolene","PICK A POCKET OR TWO : LOUD Side","https://twitter.com/Trampolene_Band/status/1248645546971185153"
"2020-04-29T20:00","Trampolene","PICK A POCKET OR TWO : QUIET Side","https://twitter.com/Trampolene_Band/status/1248645546971185153"
"1970-01-01T00:00","Uncle","War Stories","https://twitter.com/Tim_Burgess/status/1248683254921728000"
"1970-01-01T00:00","Reverend & The Makers","The State Of Things","https://twitter.com/Reverend_Makers/status/1248632655039602688"
"1970-01-01T00:00","The Cribs","The New Fellas","https://twitter.com/Tim_Burgess/status/1248889960352096257"
"1970-01-01T00:00","Julia Holter","Aviary","https://twitter.com/Tim_Burgess/status/1248885388640432129"
"2020-04-17T20:00","British Sea Power","?","https://twitter.com/BSPOfficial/status/1248705818477891584"
"2020-04-24T20:00","British Sea Power","?","https://twitter.com/BSPOfficial/status/1248705818477891584"
"2020-05-01T20:00","British Sea Power","?","https://twitter.com/BSPOfficial/status/1248705818477891584"
"2020-05-08T20:00","British Sea Power","?","https://twitter.com/BSPOfficial/status/1248705818477891584"
"2020-05-15T20:00","British Sea Power","?","https://twitter.com/BSPOfficial/status/1248705818477891584"
"2020-05-22T20:00","British Sea Power","?","https://twitter.com/BSPOfficial/status/1248705818477891584"
"1970-01-01T00:00","Sports Team","Deep Down Happy","https://twitter.com/Tim_Burgess/status/1248901956980150273"
"1970-01-01T00:00","We Are Scientists","Love And Squalor","https://twitter.com/Tim_Burgess/status/1249029749692944391"
"2020-04-23T22:00","The The","Infected","https://twitter.com/Tim_Burgess/status/1249261287667838981"
"2020-04-18T18:00","Elliott Smith","Figure 8","https://twitter.com/Tim_Burgess/status/1249297763348754432"
"1970-01-01T00:00","The Specials","The Specials","https://twitter.com/Tim_Burgess/status/1249356197213483008"
"1970-01-01T00:00","..And You Will Know Us By The Trail Of Dead","Source Tags & Codes","https://twitter.com/TrailOfDead/status/1249424676268408839"
"1970-01-01T00:00","Sleeper","The It Girl","https://twitter.com/Tim_Burgess/status/1249663501150425090"
